ticker,company_name,file_date,cik,accession_no
BTMD,biote Corp.,2023-01-06,0001819253,1819253-0001193125-23-003661
ATLX,Atlas Lithium Corp,2023-01-10,0001540684,1540684-0001493152-23-001092
SKWD,"Skyward Specialty Insurance Group, Inc.",2023-01-13,0001519449,1519449-0001104659-23-003801
MYO,"MYOMO, INC.",2023-01-13,0001369290,1369290-0001193125-23-008486
CVKD,"Cadrenal Therapeutics, Inc.",2023-01-23,0001937993,1937993-0001213900-23-004433
LGMK,"LogicMark, Inc.",2023-01-25,0001566826,1566826-0001213900-23-005030
HERE,QuantaSing Group Ltd,2023-01-25,0001932770,1932770-0001193125-23-014701
BLGO,"BIOLARGO, INC.",2023-01-26,0000880242,880242-0001437749-23-001854
GNLX,GENELUX CORP,2023-01-26,0001231457,1231457-0001193125-23-016372
TXO,"MorningStar Partners, L.P.",2023-01-27,0001559432,1559432-0001193125-23-017433
SLMT,Brera Holdings PLC,2023-01-30,0001939965,1939965-0001213900-23-006094
IDAI,T Stamp Inc,2023-02-06,0001718939,1718939-0001410578-23-000068
SATA,Asset Entities Inc.,2023-02-06,0001920406,1920406-0001213900-23-008250
TENX,"TENAX THERAPEUTICS, INC.",2023-02-06,0000034956,34956-0001654954-23-001338
SMMT,Summit Therapeutics Inc.,2023-02-07,0001599298,1599298-0001387131-23-001487
LICN,Lichen China Ltd,2023-02-07,0001876766,1876766-0001213900-23-008874
IPSI,"Innovative Payment Solutions, Inc.",2023-02-08,0001591913,1591913-0001213900-23-009293
HIND,ReShape Lifesciences Inc.,2023-02-08,0001427570,1427570-0001104659-23-012196
XPOF,"Xponential Fitness, Inc.",2023-02-09,0001802156,1802156-0001193125-23-028877
SINT,"Sintx Technologies, Inc.",2023-02-09,0001269026,1269026-0001493152-23-004093
NXT,Nextracker Inc.,2023-02-10,0001852131,1852131-0001193125-23-032878
TIVC,"Tivic Health Systems, Inc.",2023-02-10,0001787740,1787740-0001193125-23-032652
SVRN,OceanPal Inc.,2023-02-10,0001869467,1869467-0001104659-23-017893
MLYS,"Mineralys Therapeutics, Inc.",2023-02-10,0001933414,1933414-0001628280-23-003159
ENLT,Enlight Renewable Energy Ltd.,2023-02-13,0001922641,1922641-0001104659-23-018716
GXAI,NFT Gaming Co Inc.,2023-02-16,0001895618,1895618-0001213900-23-012496
AEHL,Antelope Enterprise Holdings Ltd,2023-02-16,0001470683,1470683-0001104659-23-022873
BINI,MULLEN AUTOMOTIVE INC.,2023-02-16,0001499961,1499961-0001104659-23-022820
AMZE,"Fresh Vine Wine, Inc.",2023-02-22,0001880343,1880343-0001213900-23-013466
QNRX,"Quoin Pharmaceuticals, Ltd.",2023-02-23,0001671502,1671502-0001410578-23-000149
RYZ,Ryerson Holding Corp,2023-02-27,0001481582,1481582-0001193125-23-050761
OPCH,"Option Care Health, Inc.",2023-03-03,0001014739,1014739-0001104659-23-028193
BMBL,Bumble Inc.,2023-03-06,0001830043,1830043-0001193125-23-061417
DV,"DoubleVerify Holdings, Inc.",2023-03-07,0001819928,1819928-0001104659-23-029587
AIXI,Xiao-I Corp,2023-03-13,0001935172,1935172-0001213900-23-019350
OKYO,OKYO Pharma Ltd,2023-03-14,0001849296,1849296-0001493152-23-007596
IZM,ICZOOM Group Inc.,2023-03-16,0001854572,1854572-0001213900-23-020438
ICG,Intchains Group Ltd,2023-03-17,0001895597,1895597-0001193125-23-072887
MGRX,"MANGOCEUTICALS, INC.",2023-03-22,0001938046,1938046-0001493152-23-008443
OMH,Ohmyhome Ltd,2023-03-22,0001944902,1944902-0001493152-23-008563
BANL,CBL International Ltd,2023-03-23,0001914805,1914805-0001493152-23-008680
CETY,"Clean Energy Technologies, Inc.",2023-03-24,0001329606,1329606-0001493152-23-008862
CETY,"Clean Energy Technologies, Inc.",2023-03-27,0001329606,1329606-0001493152-23-009036
ZJYL,Jin Medical International Ltd.,2023-03-29,0001837821,1837821-0001213900-23-024123
HLP,Hongli Group Inc.,2023-03-30,0001855557,1855557-0001213900-23-024223
CHSN,Chanson International Holding,2023-03-31,0001825349,1825349-0001213900-23-025544
HSHP,Himalaya Shipping Ltd.,2023-04-03,0001959455,1959455-0001140361-23-015778
SFWL,SHENGFENG DEVELOPMENT Ltd,2023-04-03,0001863218,1863218-0001213900-23-026301
HKIT,HiTek Global Inc.,2023-04-04,0001742341,1742341-0001213900-23-026702
MWG,Multi Ways Holdings Ltd,2023-04-05,0001941500,1941500-0001493152-23-010904
CMND,Clearmind Medicine Inc.,2023-04-05,0001892500,1892500-0001213900-23-027353
MGIH,Millennium Group International Holdings Ltd,2023-04-06,0001903995,1903995-0001213900-23-027955
ARBB,ARB IOT Group Ltd,2023-04-06,0001930179,1930179-0001213900-23-027935
GDHG,GOLDEN HEAVEN GROUP HOLDINGS LTD.,2023-04-13,0001928340,1928340-0001213900-23-029460
VCIG,VCI Global Ltd,2023-04-14,0001930510,1930510-0001575872-23-000561
GDTC,CytoMed Therapeutics Ltd,2023-04-17,0001873093,1873093-0001493152-23-012534
BINI,MULLEN AUTOMOTIVE INC.,2023-04-18,0001499961,1499961-0001104659-23-046700
TPET,Trio Petroleum Corp.,2023-04-19,0001898766,1898766-0001493152-23-012964
WAI,Top KingWin Ltd,2023-04-19,0001938865,1938865-0001213900-23-031059
JYD,Jayud Global Logistics Ltd,2023-04-21,0001938186,1938186-0001193125-23-109883
BLGO,"BIOLARGO, INC.",2023-04-24,0000880242,880242-0001437749-23-010910
MAIA,"MAIA Biotechnology, Inc.",2023-04-26,0001878313,1878313-0001564590-23-006228
ZVSA,"ZyVersa Therapeutics, Inc.",2023-04-28,0001859007,1859007-0001493152-23-014638
KVUE,Kenvue Inc.,2023-05-04,0001944048,1944048-0001628280-23-015837
CRKN,Crown Electrokinetics Corp.,2023-05-05,0001761696,1761696-0001213900-23-036659
RYZ,Ryerson Holding Corp,2023-05-05,0001481582,1481582-0001193125-23-137095
SNGX,"SOLIGENIX, INC.",2023-05-08,0000812796,812796-0001558370-23-008353
ITOX,"IIOT-OXYS, Inc.",2023-05-08,0001290658,1290658-0001683168-23-003013
LEXX,Lexaria Bioscience Corp.,2023-05-10,0001348362,1348362-0001640334-23-000798
NRUC,NATIONAL RURAL UTILITIES COOPERATIVE FINANCE CORP /DC/,2023-05-12,0000070502,70502-0001654954-23-006294
COYA,"Coya Therapeutics, Inc.",2023-05-12,0001835022,1835022-0001193125-23-143489
MODD,"Modular Medical, Inc.",2023-05-17,0001074871,1074871-0001213900-23-040916
CWD,CaliberCos Inc.,2023-05-17,0001627282,1627282-0001104659-23-061784
WKHS,Workhorse Group Inc.,2023-05-19,0001425287,1425287-0001213900-23-041322
ABVC,"ABVC BIOPHARMA, INC.",2023-05-22,0001173313,1173313-0001213900-23-041839
BLGO,"BIOLARGO, INC.",2023-05-23,0000880242,880242-0001437749-23-015607
RYAN,"RYAN SPECIALTY HOLDINGS, INC.",2023-05-24,0001849253,1849253-0001193125-23-152943
NAAS,NaaS Technology Inc.,2023-05-30,0001712178,1712178-0001193125-23-156563
RNAZ,"Transcode Therapeutics, Inc.",2023-06-07,0001829635,1829635-0001104659-23-068986
SKWD,"Skyward Specialty Insurance Group, Inc.",2023-06-08,0001519449,1519449-0001104659-23-069476
ATAT,Atour Lifestyle Holdings Ltd,2023-06-08,0001853717,1853717-0001104659-23-069115
MBLY,Mobileye Global Inc.,2023-06-08,0001910139,1910139-0001104659-23-069416
GEHC,GE HealthCare Technologies Inc.,2023-06-08,0001932393,1932393-0001193125-23-163595
ABVC,"ABVC BIOPHARMA, INC.",2023-06-12,0001173313,1173313-0001213900-23-048172
NLCP,"NewLake Capital Partners, Inc.",2023-06-14,0001854964,1854964-0001854964-23-000026
CAVA,"CAVA GROUP, INC.",2023-06-16,0001639438,1639438-0001628280-23-022472
SCKT,"SOCKET MOBILE, INC.",2023-06-21,0000944075,944075-0000944075-23-000058
BOF,BranchOut Food Inc.,2023-06-21,0001962481,1962481-0001493152-23-021931
MAMA,"MamaMancini's Holdings, Inc.",2023-06-22,0001520358,1520358-0001493152-23-022151
MSGE,Madison Square Garden Entertainment Corp.,2023-06-26,0001952073,1952073-0001193125-23-173992
CHAI,Siyata Mobile Inc.,2023-06-28,0001649009,1649009-0001213900-23-052226
GENK,"GEN Restaurant Group, Inc.",2023-06-29,0001891856,1891856-0001193125-23-178572
BHM,"Bluerock Homes Trust, Inc.",2023-06-30,0001903382,1903382-0001104659-23-076822
