ticker,cluster_date,n_insiders,total_value,window_start,window_end
MB,2018-02-12,6,8089998.6,2018-02-12,2018-02-12
POST,2018-02-12,3,7498693.3,2018-02-06,2018-02-12
INSW,2018-02-12,5,316098.95,2018-02-12,2018-02-12
COTY,2018-02-12,4,337935187.0,2018-02-12,2018-02-12
COGT,2018-02-13,3,406200.0,2018-02-13,2018-02-13
BDGE,2018-02-13,4,2818746.6,2018-02-05,2018-02-13
CODA,2018-02-13,3,1435329.0,2018-02-05,2018-02-13
EPC,2018-02-13,3,500748.22,2018-02-12,2018-02-13
QES,2018-02-13,11,174000000.0,2018-02-13,2018-02-13
LJPC,2018-02-13,3,17175750.0,2018-02-13,2018-02-13
MX,2018-02-13,3,478535.2,2018-02-12,2018-02-13
KRG,2018-02-13,3,1803317.2,2018-02-05,2018-02-13
GRA,2018-02-14,3,2046456.0,2018-02-12,2018-02-14
ODT,2018-02-14,4,11525880.16,2018-02-14,2018-02-14
GDP,2018-02-14,3,21145035.0,2018-02-14,2018-02-14
RARX,2018-02-14,4,60000000.0,2018-02-14,2018-02-14
MOTS,2018-02-14,3,3390000.0,2018-02-14,2018-02-14
TMUS,2018-02-14,4,173370000.0,2018-02-14,2018-02-14
XTNT,2018-02-14,3,20429690.4,2018-02-14,2018-02-14
CDMO,2018-02-15,3,325001.25,2018-02-15,2018-02-15
OCSI,2018-02-20,6,1644108.0,2018-02-13,2018-02-20
REPR,2018-02-20,4,407160.0,2018-02-20,2018-02-20
CATM,2018-02-21,3,22530552.06,2018-02-21,2018-02-21
CVON,2018-02-22,3,11000000.0,2018-02-22,2018-02-22
TTS,2018-02-22,3,3623644.16,2018-02-22,2018-02-22
NIHD,2018-02-23,4,3411157.16,2018-02-23,2018-02-23
PRIM,2018-02-26,4,407424.14,2018-02-26,2018-02-26
ANGI,2018-02-26,7,35633564.54,2018-02-26,2018-02-26
AIMT,2018-02-26,8,386158984.49,2018-02-22,2018-02-26
MSO,2018-02-26,3,4650000.0,2018-02-26,2018-02-26
HGEN,2018-02-27,6,22783059.77,2018-02-27,2018-02-27
BKD,2018-02-27,3,277800.0,2018-02-27,2018-02-27
CMG,2018-02-28,5,402262263.24,2018-02-15,2018-02-28
LAWS,2018-02-28,8,19200000.0,2018-02-28,2018-02-28
STOR,2018-02-28,3,295602.5,2018-02-27,2018-02-28
TRN,2018-02-28,6,187119000.0,2018-02-28,2018-02-28
PIH,2018-02-28,5,3960000.0,2018-02-28,2018-02-28
PE,2018-02-28,3,5302650.0,2018-02-26,2018-02-28
FTAI,2018-03-01,3,1746186.84,2018-03-01,2018-03-01
LC,2018-03-01,8,272577475.72,2018-02-22,2018-03-01
BOMN,2018-03-01,7,494114991.6,2018-03-01,2018-03-01
FOLD,2018-03-01,3,4107000.0,2018-03-01,2018-03-01
IPI,2018-03-01,3,2143340.4,2018-02-08,2018-03-01
KLDX,2018-03-02,12,60285099.14,2018-03-02,2018-03-02
TSRO,2018-03-02,11,75357708.7,2018-03-02,2018-03-02
LIND,2018-03-02,3,833600.0,2018-03-02,2018-03-02
NMFC,2018-03-05,3,557865.18,2018-03-05,2018-03-05
SEAS,2018-03-06,13,77390294.67,2018-03-06,2018-03-06
JASN,2018-03-06,8,748440.0,2018-03-06,2018-03-06
SMBK,2018-03-06,4,714020.0,2018-03-05,2018-03-06
CLNS,2018-03-06,3,192390.0,2018-03-05,2018-03-06
EARN,2018-03-06,9,4162079.43,2018-03-06,2018-03-06
JOE,2018-03-07,3,2253776.0,2018-03-06,2018-03-07
BKSC,2018-03-07,5,447135.75,2018-02-05,2018-03-07
AGN,2018-03-08,3,1108267.0,2018-02-20,2018-03-08
CCT,2018-03-08,4,408867.7,2018-03-08,2018-03-08
MDLZ,2018-03-09,3,91160044.0,2018-02-16,2018-03-09
CVNA,2018-03-09,3,4429890.0,2018-03-09,2018-03-09
PLYA,2018-03-09,3,460320.0,2018-03-06,2018-03-09
ECL,2018-03-09,3,354780855.08,2018-03-07,2018-03-09
CRVS,2018-03-12,7,35849982.5,2018-03-12,2018-03-12
VRX,2018-03-13,4,109702486.6,2018-03-06,2018-03-13
RGRX,2018-03-13,6,24748468.74,2018-03-13,2018-03-13
HOLX,2018-03-14,3,954244.0,2018-02-13,2018-03-14
BXC,2018-03-14,3,1327022.22,2018-03-13,2018-03-14
APPN,2018-03-15,5,17736828.5,2018-03-15,2018-03-15
TCRD,2018-03-15,3,8798779.53,2018-03-12,2018-03-15
SCM,2018-03-15,3,664920.0,2018-03-08,2018-03-15
IVTY,2018-03-16,3,447408.0,2018-03-16,2018-03-16
FRSH,2018-03-16,3,2558366.55,2018-03-16,2018-03-16
MYOV,2018-03-19,5,692715343.75,2018-03-19,2018-03-19
RCUS,2018-03-19,3,2449980.0,2018-03-19,2018-03-19
NONE,2018-03-19,3,1600000.05,2018-03-19,2018-03-19
ZS,2018-03-20,4,5000000.0,2018-03-20,2018-03-20
WOW,2018-03-20,10,83993162.05,2018-03-19,2018-03-20
CASI,2018-03-21,7,69074038.08,2018-03-19,2018-03-21
ADAP,2018-03-21,12,28985204.88,2018-03-21,2018-03-21
PQG,2018-03-23,5,909460.63,2018-03-23,2018-03-23
TSLX,2018-03-23,3,798700.0,2018-02-28,2018-03-23
APO,2018-03-23,4,12136000.0,2018-03-23,2018-03-23
IVAC,2018-03-23,3,516349.35,2018-03-23,2018-03-23
ATNX,2018-03-26,3,404550.0,2018-03-26,2018-03-26
TCON,2018-03-27,12,57345084.0,2018-03-27,2018-03-27
VGZ,2018-03-27,3,3134069.76,2018-03-27,2018-03-27
TIF,2018-03-27,3,4378595.34,2018-03-20,2018-03-27
THM,2018-03-28,5,15406440.0,2018-03-13,2018-03-28
PSDV,2018-03-28,4,37867825.6,2018-03-28,2018-03-28
SLB,2018-03-28,3,1163650.0,2018-03-26,2018-03-28
NVTA,2018-03-28,4,19999998.0,2018-03-28,2018-03-28
OCX,2018-03-28,3,15000000.12,2018-03-28,2018-03-28
GNPX,2018-03-29,3,500000.0,2018-03-29,2018-03-29
EMGC,2018-03-29,3,576570.66,2018-03-29,2018-03-29
ASPS,2018-03-29,6,15921425.82,2018-03-29,2018-03-29
HRTX,2018-03-29,3,15000024.0,2018-03-29,2018-03-29
OPBK,2018-03-29,9,935000.0,2018-03-29,2018-03-29
CATM,2018-03-29,4,4403337.0,2018-03-07,2018-03-29
GDP,2018-03-29,3,2241987.75,2018-03-29,2018-03-29
FIXX,2018-04-02,18,234000000.0,2018-04-02,2018-04-02
UMRX,2018-04-03,6,12243120.0,2018-04-03,2018-04-03
DXLG,2018-04-03,5,266220.0,2018-04-03,2018-04-03
ICTSF,2018-04-04,5,1749000.0,2018-04-04,2018-04-04
FEIM,2018-04-05,3,4050000.0,2018-04-05,2018-04-05
AVEO,2018-04-06,13,27479260.12,2018-04-06,2018-04-06
ICPT,2018-04-09,5,51074880.0,2018-04-09,2018-04-09
INFI,2018-04-09,7,20790000.0,2018-04-09,2018-04-09
FSTR,2018-04-12,8,1351591.92,2018-04-12,2018-04-12
ENZN,2018-04-13,3,706237.71,2018-04-13,2018-04-13
EYEG,2018-04-13,3,11174596.65,2018-04-13,2018-04-13
PDVW,2018-04-13,8,17773478.48,2018-04-13,2018-04-13
AVGO,2018-04-13,6,512766335.64,2018-04-13,2018-04-13
CERC,2018-04-16,3,1536543.6,2018-04-16,2018-04-16
CLBK,2018-04-19,12,4692390.0,2018-04-19,2018-04-19
TUP,2018-04-19,3,425328.0,2018-04-12,2018-04-19
CART,2018-04-23,3,295000.0,2018-04-23,2018-04-23
IVAC,2018-04-23,3,8083497.75,2018-04-23,2018-04-23
SURF,2018-04-23,21,68949930.0,2018-04-23,2018-04-23
AXE,2018-04-30,3,421275.31,2018-04-30,2018-04-30
ELOX,2018-04-30,9,27597387.0,2018-04-03,2018-04-30
BW,2018-04-30,5,34008090.0,2018-04-30,2018-04-30
SGEN,2018-04-30,6,307561123.14,2018-04-30,2018-04-30
ABCP,2018-04-30,4,1326005.0,2018-04-30,2018-04-30
RDN,2018-04-30,3,651822.0,2018-04-30,2018-04-30
BDGE,2018-05-01,3,11712067.14,2018-05-01,2018-05-01
INSP,2018-05-02,5,11320000.0,2018-05-02,2018-05-02
SAFE,2018-05-03,3,625367.24,2018-04-27,2018-05-03
COMM,2018-05-04,3,635853.75,2018-05-04,2018-05-04
SIEN,2018-05-07,7,8150004.0,2018-05-07,2018-05-07
CODI,2018-05-07,4,32814597.12,2018-05-07,2018-05-07
SUMR,2018-05-07,8,1525529.6,2018-05-07,2018-05-07
ADS,2018-05-08,6,245306340.0,2018-05-08,2018-05-08
AVEO,2018-05-08,13,1962473.37,2018-05-08,2018-05-08
GTT,2018-05-08,3,323026.0,2018-05-08,2018-05-08
VSTO,2018-05-08,4,724152.3,2018-05-04,2018-05-08
STXB,2018-05-08,4,546000.0,2018-05-08,2018-05-08
DAVE,2018-05-09,3,470021.85,2018-05-09,2018-05-09
GOGO,2018-05-09,3,2981711.1,2018-05-09,2018-05-09
GFN,2018-05-10,3,7100594.16,2018-05-10,2018-05-10
DFRG,2018-05-10,4,489349.7,2018-05-09,2018-05-10
EQH,2018-05-10,4,360000.0,2018-05-09,2018-05-10
INFU,2018-05-10,5,420000.0,2018-05-10,2018-05-10
SANW,2018-05-11,3,1382040.0,2018-05-11,2018-05-11
CUTR,2018-05-11,3,372281.0,2018-05-11,2018-05-11
EVLO,2018-05-11,14,63000000.0,2018-05-11,2018-05-11
PM,2018-05-11,4,7959940.0,2018-04-25,2018-05-11
EARN,2018-05-11,10,4288499.31,2018-05-09,2018-05-11
HII,2018-05-14,3,635473.2,2018-05-07,2018-05-14
FLNT,2018-05-14,3,263150.0,2018-05-11,2018-05-14
AYX,2018-05-14,5,77217298.35,2018-05-14,2018-05-14
CWH,2018-05-14,4,851600.0,2018-05-14,2018-05-14
TPIV,2018-05-14,3,9360000.0,2018-05-14,2018-05-14
SND,2018-05-15,3,248464.0,2018-05-15,2018-05-15
EXTR,2018-05-15,3,725425.63,2018-05-11,2018-05-15
BOMN,2018-05-15,7,255884980.4,2018-05-15,2018-05-15
SCOO,2018-05-15,4,35737166.88,2018-05-15,2018-05-15
LADR,2018-05-16,3,451970.0,2018-05-07,2018-05-16
LCII,2018-05-16,3,1133061.0,2018-05-08,2018-05-16
DF,2018-05-17,6,940150.5,2018-05-17,2018-05-17
VEC,2018-05-17,4,601665.0,2018-05-11,2018-05-17
ENT,2018-05-17,11,6315304.0,2018-05-17,2018-05-17
PIH,2018-05-17,6,1968074.4,2018-05-17,2018-05-17
HBI,2018-05-17,3,1445379.3,2018-05-16,2018-05-17
FNB,2018-05-17,13,755362.4,2018-05-16,2018-05-17
AVP,2018-05-18,3,1505745.38,2018-05-15,2018-05-18
ITRI,2018-05-18,4,27086273.76,2018-05-18,2018-05-18
CSSE,2018-05-18,5,4046153.1,2018-05-18,2018-05-18
PRPL,2018-05-18,6,12198643.2,2018-05-18,2018-05-18
QTS,2018-05-21,4,5139663.57,2018-05-21,2018-05-21
PS,2018-05-21,6,90000000.0,2018-05-21,2018-05-21
ELLH,2018-05-22,8,1315349.28,2018-05-22,2018-05-22
QTNT,2018-05-22,3,8709350.16,2018-05-22,2018-05-22
INT,2018-05-22,3,439550.0,2018-05-22,2018-05-22
CORE,2018-05-22,4,567120.0,2018-05-22,2018-05-22
EVOP,2018-05-22,3,1360000.0,2018-05-22,2018-05-22
FCNCA,2018-05-23,3,234000.0,2018-05-23,2018-05-23
GPMT,2018-05-24,3,226976.95,2018-05-15,2018-05-24
ECC,2018-05-24,3,10519981789.38,2018-05-08,2018-05-24
LXRX,2018-05-25,10,93080787.2,2018-05-25,2018-05-25
JASN,2018-05-25,8,727717.52,2018-05-25,2018-05-25
RUN,2018-05-25,3,25859302.44,2018-05-25,2018-05-25
KNSA,2018-05-29,9,84985015.8,2018-05-29,2018-05-29
TCRD,2018-05-29,3,786398.16,2018-05-29,2018-05-29
MLNT,2018-05-29,6,349355000.0,2018-05-29,2018-05-29
SRRK,2018-05-29,13,59399984.0,2018-05-29,2018-05-29
ORM,2018-05-30,3,390574.1,2018-05-29,2018-05-30
CLBK,2018-05-30,3,937176.2,2018-04-30,2018-05-30
ITRM,2018-05-30,19,115272092.0,2018-05-30,2018-05-30
VKTX,2018-05-31,3,498467.3,2018-05-29,2018-05-31
WOW,2018-06-01,3,235759.85,2018-05-16,2018-06-01
RM,2018-06-04,7,3050769.68,2018-06-04,2018-06-04
DOVA,2018-06-04,4,3892301.8,2018-06-04,2018-06-04
DISH,2018-06-04,3,6166000.0,2018-05-31,2018-06-04
AXON,2018-06-05,25,624999987.5,2018-06-05,2018-06-05
KML,2018-06-06,12,56823252.0,2018-06-06,2018-06-06
PDVW,2018-06-06,8,9058246.4,2018-06-06,2018-06-06
FCRIX,2018-06-07,3,51850443.83,2018-06-07,2018-06-07
MRTX,2018-06-07,3,22499977.5,2018-06-07,2018-06-07
HASI,2018-06-07,3,284723.25,2018-05-25,2018-06-07
CLNE,2018-06-08,3,166859250.88,2018-05-18,2018-06-08
MGTX,2018-06-08,3,62282985.0,2018-06-08,2018-06-08
ADMA,2018-06-08,3,695604.72,2018-06-08,2018-06-08
MCF,2018-06-11,4,3202200.0,2018-06-11,2018-06-11
VICL,2018-06-11,3,2262281.07,2018-06-11,2018-06-11
TERP,2018-06-11,7,4549999943.58,2018-06-11,2018-06-11
INFU,2018-06-12,6,2193737.65,2018-05-16,2018-06-12
DXLG,2018-06-14,5,461155.8,2018-06-14,2018-06-14
EOLS,2018-06-14,3,717159.1,2018-05-31,2018-06-14
CHRA,2018-06-18,3,220200.0,2018-06-18,2018-06-18
SCOO,2018-06-18,4,31968000.0,2018-06-18,2018-06-18
DLTR,2018-06-18,3,647082.5,2018-06-04,2018-06-18
USX,2018-06-18,5,55250000.0,2018-06-18,2018-06-18
CPF,2018-06-19,6,420180.0,2018-06-19,2018-06-19
INFI,2018-06-19,7,45531151.05,2018-06-19,2018-06-19
VRCA,2018-06-19,5,49567500.0,2018-06-19,2018-06-19
STKS,2018-06-21,3,1257583.41,2018-06-21,2018-06-21
EGN,2018-06-21,4,57506084.8,2018-06-21,2018-06-21
SNV,2018-06-21,8,900000.0,2018-06-21,2018-06-21
EIDX,2018-06-22,7,123000032.0,2018-06-22,2018-06-22
XERS,2018-06-25,11,94250040.0,2018-06-25,2018-06-25
KZR,2018-06-25,7,21750000.0,2018-06-25,2018-06-25
EPRT,2018-06-25,6,329949662.0,2018-06-25,2018-06-25
EYPT,2018-06-25,4,85669455.28,2018-06-25,2018-06-25
APTX,2018-06-25,22,57758400.0,2018-06-25,2018-06-25
IBIO,2018-06-26,3,4545001.8,2018-06-26,2018-06-26
AVEO,2018-06-27,15,5894595.0,2018-06-27,2018-06-27
ARPO,2018-06-28,4,15980125.7,2018-06-28,2018-06-28
TEP,2018-06-28,4,4567887.4,2018-06-28,2018-06-28
FNTE,2018-06-29,3,10050000.0,2018-06-29,2018-06-29
NTGN,2018-06-29,5,25200000.0,2018-06-29,2018-06-29
TBIO,2018-07-02,3,7324980.0,2018-07-02,2018-07-02
FTSV,2018-07-02,24,115161936.0,2018-07-02,2018-07-02
TCDA,2018-07-02,26,133140068.0,2018-07-02,2018-07-02
EVER,2018-07-02,3,3042162000.0,2018-06-28,2018-07-02
STIM,2018-07-02,3,963339.0,2018-07-02,2018-07-02
OCIP,2018-07-03,3,320513556.0,2018-07-03,2018-07-03
FROPX,2018-07-05,3,1772999.96,2018-07-02,2018-07-05
NICK,2018-07-06,3,1489960.53,2018-06-29,2018-07-06
PDVW,2018-07-09,8,455312.0,2018-07-09,2018-07-09
RVT,2018-07-09,3,569141.58,2018-07-09,2018-07-09
PZG,2018-07-11,3,1425000.0,2018-07-11,2018-07-11
MSVB,2018-07-11,5,900000.0,2018-07-11,2018-07-11
CERC,2018-07-16,3,176364.0,2018-07-16,2018-07-16
SBBP,2018-07-16,3,166992.0,2018-07-16,2018-07-16
CRNX,2018-07-18,3,40058707.2,2018-07-18,2018-07-18
CCB,2018-07-18,3,1334000.0,2018-07-18,2018-07-18
REPL,2018-07-19,6,24000030.0,2018-07-19,2018-07-19
PRVB,2018-07-19,4,3540000.0,2018-07-19,2018-07-19
WOW,2018-07-20,8,14070240.0,2018-07-20,2018-07-20
RUBY,2018-07-20,3,862500.0,2018-07-20,2018-07-20
TLRY,2018-07-23,3,749972.0,2018-07-23,2018-07-23
ALLK,2018-07-23,16,54499986.0,2018-07-23,2018-07-23
CNST,2018-07-23,22,74000070.0,2018-07-23,2018-07-23
AQST,2018-07-24,4,9900000.0,2018-07-24,2018-07-24
T,2018-07-25,4,2488574.0,2018-07-25,2018-07-25
CSSE,2018-07-25,7,1842325.7,2018-06-27,2018-07-25
FEIM,2018-07-26,3,340650.0,2018-07-26,2018-07-26
PII,2018-07-27,4,1277818.95,2018-07-27,2018-07-27
FLDM,2018-07-27,8,976702.08,2018-07-27,2018-07-27
BE,2018-07-27,9,125179965.0,2018-07-27,2018-07-27
LQDA,2018-07-30,13,75137051.0,2018-07-30,2018-07-30
TENB,2018-07-30,3,1362497.0,2018-07-30,2018-07-30
KMPH,2018-07-30,5,6085660.0,2018-07-30,2018-07-30
SYF,2018-07-30,3,738250.0,2018-07-30,2018-07-30
STX,2018-07-31,6,299564940.0,2018-07-31,2018-07-31
FMI,2018-07-31,3,6666842097.0,2018-07-31,2018-07-31
PIH,2018-07-31,6,3208500.0,2018-07-31,2018-07-31
MB,2018-07-31,7,15585313.38,2018-07-31,2018-07-31
FHN,2018-08-01,3,2231667.0,2018-07-24,2018-08-01
ACER,2018-08-01,7,34650000.0,2018-08-01,2018-08-01
MX,2018-08-01,3,3799944.0,2018-08-01,2018-08-01
TAX,2018-08-01,3,7600800.0,2018-08-01,2018-08-01
BAS,2018-08-02,3,6331656.0,2018-08-02,2018-08-02
SNV,2018-08-02,3,214173.3,2018-07-27,2018-08-02
BGNE,2018-08-02,6,3767536800.0,2018-08-02,2018-08-02
RUN,2018-08-03,3,20745000.0,2018-08-03,2018-08-03
APPN,2018-08-03,5,32085154.2,2018-08-03,2018-08-03
STON,2018-08-03,3,2075134.89,2018-08-03,2018-08-03
PAH,2018-08-06,4,362043515.2,2018-08-06,2018-08-06
DFRG,2018-08-06,4,290000.0,2018-08-06,2018-08-06
MIC,2018-08-06,3,73027953.28,2018-07-11,2018-08-06
DF,2018-08-07,6,17451000.0,2018-08-07,2018-08-07
NICK,2018-08-07,3,1157029.53,2018-08-07,2018-08-07
CZR,2018-08-07,3,1149900.0,2018-08-03,2018-08-07
FMCIU,2018-08-07,4,22200000.0,2018-08-07,2018-08-07
GCP,2018-08-08,6,121910639.28,2018-08-08,2018-08-08
CATM,2018-08-08,3,2265742.5,2018-08-08,2018-08-08
ARLO,2018-08-08,3,579750.0,2018-08-07,2018-08-08
NWL,2018-08-08,3,1793545.0,2018-08-08,2018-08-08
HAIR,2018-08-09,7,15599998.5,2018-08-09,2018-08-09
VECO,2018-08-10,3,335740.0,2018-08-07,2018-08-10
CCRN,2018-08-10,3,289499.5,2018-08-08,2018-08-10
HRTG,2018-08-10,3,273190.0,2018-08-09,2018-08-10
ZGNX,2018-08-10,3,15600000.0,2018-08-10,2018-08-10
BDGE,2018-08-10,6,3749559.24,2018-08-10,2018-08-10
CLSH,2018-08-10,7,17500000.0,2018-08-10,2018-08-10
EARN,2018-08-10,9,4031239.86,2018-08-10,2018-08-10
MXWL,2018-08-10,5,3298750.0,2018-08-10,2018-08-10
SGMS,2018-08-13,3,6218861.12,2018-08-09,2018-08-13
ODT,2018-08-13,4,1726758.88,2018-08-13,2018-08-13
RNET,2018-08-13,12,9492766.8,2018-08-13,2018-08-13
GTT,2018-08-13,7,130520811.85,2018-08-10,2018-08-13
LINK,2018-08-13,3,229687.5,2018-08-13,2018-08-13
TWNK,2018-08-14,3,339341.25,2018-08-10,2018-08-14
BLPH,2018-08-14,11,3611220.6,2018-08-14,2018-08-14
AMID,2018-08-15,4,14666417.92,2018-08-15,2018-08-15
BECN,2018-08-16,3,24602116.22,2018-08-09,2018-08-16
CERC,2018-08-17,3,11730000.0,2018-08-17,2018-08-17
EPRT,2018-08-17,3,350400.0,2018-08-10,2018-08-17
BKSC,2018-08-17,4,200000.0,2018-08-17,2018-08-17
VREX,2018-08-17,3,578774.0,2018-08-07,2018-08-17
EVOK,2018-08-20,6,6886045.2,2018-08-20,2018-08-20
AVEO,2018-08-21,13,19499976.08,2018-08-21,2018-08-21
KDP,2018-08-21,3,1738877.24,2018-08-10,2018-08-21
FTSV,2018-08-22,3,4502397.92,2018-08-16,2018-08-22
BNGO,2018-08-23,7,613000.0,2018-08-23,2018-08-23
TZACU,2018-08-23,3,9300000.0,2018-08-23,2018-08-23
APLE,2018-08-23,3,561066.0,2018-08-10,2018-08-23
FLMN,2018-08-23,5,23050000.0,2018-08-23,2018-08-23
OBLN,2018-08-23,13,30100079.1,2018-08-23,2018-08-23
NBEV,2018-08-24,4,1903040.0,2018-08-24,2018-08-24
LILA,2018-08-24,3,4276338.62,2018-08-22,2018-08-24
COTY,2018-08-24,5,128103600.0,2018-08-23,2018-08-24
AKP,2018-08-27,4,1478489.6,2018-08-27,2018-08-27
WMS,2018-08-28,11,496320000.0,2018-08-28,2018-08-28
MGPI,2018-08-28,3,1249510.0,2018-08-06,2018-08-28
SLCT,2018-08-30,5,639012.0,2018-08-30,2018-08-30
AXP,2018-08-30,3,10272482.73,2018-08-30,2018-08-30
REPR,2018-09-05,4,249929.04,2018-09-05,2018-09-05
ESNC,2018-09-05,3,600000.18,2018-09-05,2018-09-05
AMRS,2018-09-05,3,393160.65,2018-08-09,2018-09-05
SAFE,2018-09-06,3,2530968.8,2018-08-07,2018-09-06
KOP,2018-09-06,3,1133320.0,2018-08-14,2018-09-06
AGN,2018-09-06,3,2151002.8,2018-08-30,2018-09-06
ADC,2018-09-06,3,1165675.06,2018-09-05,2018-09-06
AVK,2018-09-06,3,1858445.0,2018-09-05,2018-09-06
ABCP,2018-09-07,4,570788.4,2018-09-07,2018-09-07
ADAP,2018-09-07,13,220440000.0,2018-09-07,2018-09-07
BKTI,2018-09-09,5,13677546.5,2018-09-09,2018-09-09
KFS,2018-09-10,6,1029932.8,2018-09-10,2018-09-10
MGY,2018-09-10,3,2587248.5,2018-08-30,2018-09-10
REFR,2018-09-11,3,1500002.04,2018-09-11,2018-09-11
NMFC,2018-09-11,3,541263.4,2018-09-06,2018-09-11
FOLD,2018-09-12,3,18000000.0,2018-09-12,2018-09-12
DFRG,2018-09-12,3,626941.2,2018-09-12,2018-09-12
JASN,2018-09-12,8,3045600.0,2018-09-12,2018-09-12
GCP,2018-09-12,6,71820552.24,2018-09-12,2018-09-12
ANGI,2018-09-13,7,14575230.6,2018-09-13,2018-09-13
BHC,2018-09-14,3,3890700.0,2018-09-13,2018-09-14
NONE,2018-09-14,14,135160479.38,2018-08-20,2018-09-14
FG,2018-09-14,3,918700.0,2018-09-11,2018-09-14
CWH,2018-09-14,4,1974000.0,2018-09-14,2018-09-14
IRIX,2018-09-18,4,1325600.0,2018-09-14,2018-09-18
PRNB,2018-09-18,17,75735000.0,2018-09-18,2018-09-18
FVCB,2018-09-18,4,945000.0,2018-09-18,2018-09-18
ASB,2018-09-19,8,6050000.0,2018-09-19,2018-09-19
SSP,2018-09-19,3,367475.45,2018-09-17,2018-09-19
SPKE,2018-09-20,3,862039.86,2018-09-20,2018-09-20
ACAD,2018-09-20,7,158550523.46,2018-09-20,2018-09-20
UEPS,2018-09-21,3,336880.79,2018-09-19,2018-09-21
TTNP,2018-09-21,3,200000.0,2018-09-21,2018-09-21
MTEM,2018-09-21,5,10037500.0,2018-09-21,2018-09-21
ELAN,2018-09-24,6,1668000.0,2018-09-24,2018-09-24
BSVN,2018-09-24,4,760000.0,2018-09-24,2018-09-24
SIC,2018-09-25,6,20560406.23,2018-09-18,2018-09-25
YMAB,2018-09-25,3,15382784.0,2018-09-21,2018-09-25
RVI,2018-09-26,5,27050735.45,2018-09-26,2018-09-26
PRGX,2018-09-27,5,807161.28,2018-09-05,2018-09-27
